name,symbol,description,parcellation_term_set_label,parcellation_terminology_label,parcellation_term_identifier,parcellation_term_order,parcellation_parent_term_set_label,parcellation_parent_term_identifier
"mesencephalic trigeminal tract, midbrain portion",me5-m,"mesencephalic trigeminal tract, midbrain portion",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12350,2638,ADHBA_Terminology_2016_All,DHBA:10650
posterior commissure,poc,posterior commissure,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10567,2639,ADHBA_Terminology_2016_All,DHBA:10650
"rubrobulbar (rubronuclear) tract, midbrain portion",rubu-m,"rubrobulbar (rubronuclear) tract, midbrain portion",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12351,2640,ADHBA_Terminology_2016_All,DHBA:10650
"rubro-olivary tract, midbrain portion",rol-m,"rubro-olivary tract, midbrain portion",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12334,2641,ADHBA_Terminology_2016_All,DHBA:10650
"rubrospinal tract, midbrain portion",rsp-m,"rubrospinal tract, midbrain portion",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12352,2642,ADHBA_Terminology_2016_All,DHBA:10650
"spinal lemniscus, midbrain portion",sl-m,"spinal lemniscus, midbrain portion",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12353,2643,ADHBA_Terminology_2016_All,DHBA:10650
superior cerebellar peduncle (brachium conjunctivum),scp,superior cerebellar peduncle (brachium conjunctivum),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12354,2644,ADHBA_Terminology_2016_All,DHBA:10650
cerebellorubral tract,cbru,cerebellorubral tract,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12355,2645,ADHBA_Terminology_2016_All,DHBA:12354
cerebellothalamic tract,cbth,cerebellothalamic tract,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12356,2646,ADHBA_Terminology_2016_All,DHBA:12354
dentatothalamic tract,dtth,dentatothalamic tract,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12357,2647,ADHBA_Terminology_2016_All,DHBA:12354
globose-emboliform-rubral tract,geru,globose-emboliform-rubral tract,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12358,2648,ADHBA_Terminology_2016_All,DHBA:12354
rubrocerebellar fibers,rucb,rubrocerebellar fibers,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12359,2649,ADHBA_Terminology_2016_All,DHBA:12354
tectocerebellar fibers,tcb,tectocerebellar fibers,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12360,2650,ADHBA_Terminology_2016_All,DHBA:12354
"ventral spinocerebellar tract, midbrain portion",vscb-m,"ventral spinocerebellar tract, midbrain portion",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12361,2651,ADHBA_Terminology_2016_All,DHBA:12354
"tectobulbar tract, midbrain portion",tbu-m,"tectobulbar tract, midbrain portion",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12362,2652,ADHBA_Terminology_2016_All,DHBA:10650
tecto-olivary fibers,tol,tecto-olivary fibers,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12363,2653,ADHBA_Terminology_2016_All,DHBA:10650
tectopontine tract,tpn,tectopontine tract,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12364,2654,ADHBA_Terminology_2016_All,DHBA:10650
"tectospinal tract, midbrain portion",tsp-m,"tectospinal tract, midbrain portion",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12365,2655,ADHBA_Terminology_2016_All,DHBA:10650
ventral tegmental decussation,xvtg,ventral tegmental decussation,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12366,2656,ADHBA_Terminology_2016_All,DHBA:10650
"ventral trigeminothalamic tract, midbrain portion",vtth-m,"ventral trigeminothalamic tract, midbrain portion",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12367,2657,ADHBA_Terminology_2016_All,DHBA:10650
white matter of tegmentum,wmtg,white matter of tegmentum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12368,2658,ADHBA_Terminology_2016_All,DHBA:10650
ventricle of midbrain,MV,ventricle of midbrain,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10651,2659,ADHBA_Terminology_2016_All,DHBA:10648
cerebral aqueduct,Aq,cerebral aqueduct,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12369,2660,ADHBA_Terminology_2016_All,DHBA:10651
surface structures of midbrain,MSS,surface structures of midbrain,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10652,2661,ADHBA_Terminology_2016_All,DHBA:10648
frenulum of the superior medullary velum,fsmv,frenulum of the superior medullary velum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12370,2662,ADHBA_Terminology_2016_All,DHBA:10652
interpeduncular fossa,ipf,interpeduncular fossa,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12371,2663,ADHBA_Terminology_2016_All,DHBA:10652
posterior perforated substance,pops,posterior perforated substance,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12372,2664,ADHBA_Terminology_2016_All,DHBA:12371
infracollicular recess,icr,infracollicular recess,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12373,2665,ADHBA_Terminology_2016_All,DHBA:10652
oculomotor sulcus,ocs,oculomotor sulcus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12374,2666,ADHBA_Terminology_2016_All,DHBA:10652
quadrigeminal body,qgb,quadrigeminal body,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12375,2667,ADHBA_Terminology_2016_All,DHBA:10652
root of oculomotor nerve,r3,root of oculomotor nerve,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12376,2668,ADHBA_Terminology_2016_All,DHBA:10652
root of trochlear nerve,r4,root of trochlear nerve,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12377,2669,ADHBA_Terminology_2016_All,DHBA:10652
trigone of lateral lemniscus (acoustic trigone),trill,trigone of lateral lemniscus (acoustic trigone),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12378,2670,ADHBA_Terminology_2016_All,DHBA:10652
blood vessels of midbrain,mbv,blood vessels of midbrain,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441705,2671,ADHBA_Terminology_2016_All,DHBA:10648
hindbrain (rhombencephalon),H,hindbrain (rhombencephalon),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10653,2672,ADHBA_Terminology_2016_All,DHBA:10155
gray matter of the hindbrain,HGM,gray matter of the hindbrain,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10654,2673,ADHBA_Terminology_2016_All,DHBA:10653
metencephalon,Met,metencephalon,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10655,2674,ADHBA_Terminology_2016_All,DHBA:10654
cerebellum,CB,cerebellum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10656,2675,ADHBA_Terminology_2016_All,DHBA:10655
cerebellar cortex,CBC,cerebellar cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10657,2676,ADHBA_Terminology_2016_All,DHBA:10656
cerebellar vermis,CBV,cerebellar vermis,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10658,2677,ADHBA_Terminology_2016_All,DHBA:10657
"vermis, anterior lobe portion",VeA,"vermis, anterior lobe portion",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12379,2678,ADHBA_Terminology_2016_All,DHBA:10658
molecular layer of VeA,VeAm,molecular layer of VeA,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13237,2679,ADHBA_Terminology_2016_All,DHBA:12379
Purkinje cell layer of VeA,VeAp,Purkinje cell layer of VeA,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13238,2680,ADHBA_Terminology_2016_All,DHBA:12379
granular cell layer of VeA,VeAg,granular cell layer of VeA,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13239,2681,ADHBA_Terminology_2016_All,DHBA:12379
"vermis, posterior lobe portion",VePo,"vermis, posterior lobe portion",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12380,2682,ADHBA_Terminology_2016_All,DHBA:10658
"vermis, posterior lobe portion, superior part",VePs,"vermis, posterior lobe portion, superior part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12381,2683,ADHBA_Terminology_2016_All,DHBA:12380
molecular layer of VePs,VePsm,molecular layer of VePs,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13240,2684,ADHBA_Terminology_2016_All,DHBA:12381
Purkinje cell layer of VePs,VePsp,Purkinje cell layer of VePs,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13241,2685,ADHBA_Terminology_2016_All,DHBA:12381
granular cell layer of VePs,VePsg,granular cell layer of VePs,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13242,2686,ADHBA_Terminology_2016_All,DHBA:12381
"vermis, posterior lobe portion, inferior part",VePi,"vermis, posterior lobe portion, inferior part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12382,2687,ADHBA_Terminology_2016_All,DHBA:12380
molecular layer of VePi,VePim,molecular layer of VePi,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13243,2688,ADHBA_Terminology_2016_All,DHBA:12382
Purkinje cell layer of VePi,VePip,Purkinje cell layer of VePi,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13244,2689,ADHBA_Terminology_2016_All,DHBA:12382
granular cell layer of VePi,VePig,granular cell layer of VePi,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13245,2690,ADHBA_Terminology_2016_All,DHBA:12382
"vermis, flocculonodular lobe portion (nodulus)",VeF,"vermis, flocculonodular lobe portion (nodulus)",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12383,2691,ADHBA_Terminology_2016_All,DHBA:10658
molecular layer of VeF,VeFm,molecular layer of VeF,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13246,2692,ADHBA_Terminology_2016_All,DHBA:12383
Purkinje cell layer of VeF,VeFp,Purkinje cell layer of VeF,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13247,2693,ADHBA_Terminology_2016_All,DHBA:12383
granular cell layer of VeF,VeFg,granular cell layer of VeF,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13248,2694,ADHBA_Terminology_2016_All,DHBA:12383
cerebellar hemisphere,CBH,cerebellar hemisphere,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10659,2695,ADHBA_Terminology_2016_All,DHBA:10657
paravermis of cerebellum,CBPV,paravermis of cerebellum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12384,2696,ADHBA_Terminology_2016_All,DHBA:10659
"paravermis, anterior lobe portion",PVA,"paravermis, anterior lobe portion",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12385,2697,ADHBA_Terminology_2016_All,DHBA:12384
molecular layer of PVA,PVAm,molecular layer of PVA,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13249,2698,ADHBA_Terminology_2016_All,DHBA:12385
Purkinje cell layer of PVA,PVAp,Purkinje cell layer of PVA,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13250,2699,ADHBA_Terminology_2016_All,DHBA:12385
granular cell layer of PVA,PVAg,granular cell layer of PVA,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13251,2700,ADHBA_Terminology_2016_All,DHBA:12385
"paravermis, posterior lobe portion",PVP,"paravermis, posterior lobe portion",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12386,2701,ADHBA_Terminology_2016_All,DHBA:12384
"paravermis, posterior lobe portion, superior part",PVPs,"paravermis, posterior lobe portion, superior part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12387,2702,ADHBA_Terminology_2016_All,DHBA:12386
molecular layer of PVPs,PVPsm,molecular layer of PVPs,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13252,2703,ADHBA_Terminology_2016_All,DHBA:12387
Purkinje cell layer of PVPs,PVPsp,Purkinje cell layer of PVPs,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13253,2704,ADHBA_Terminology_2016_All,DHBA:12387
granular cell layer of PVPs,PVPsg,granular cell layer of PVPs,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13254,2705,ADHBA_Terminology_2016_All,DHBA:12387
"paravermis, posterior lobe portion, inferior part",PVPi,"paravermis, posterior lobe portion, inferior part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12388,2706,ADHBA_Terminology_2016_All,DHBA:12386
molecular layer of PVPi,PVPim,molecular layer of PVPi,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13255,2707,ADHBA_Terminology_2016_All,DHBA:12388
Purkinje cell layer of PVPi,PVPip,Purkinje cell layer of PVPi,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13256,2708,ADHBA_Terminology_2016_All,DHBA:12388
granular cell layer of PVPi,PVPig,granular cell layer of PVPi,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13257,2709,ADHBA_Terminology_2016_All,DHBA:12388
"paravermis, flocculonodular lobe portion",PVF,"paravermis, flocculonodular lobe portion",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12389,2710,ADHBA_Terminology_2016_All,DHBA:12384
molecular layer of PVF,PVFm,molecular layer of PVF,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13258,2711,ADHBA_Terminology_2016_All,DHBA:12389
Purkinje cell layer of PVF,PVFp,Purkinje cell layer of PVF,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13259,2712,ADHBA_Terminology_2016_All,DHBA:12389
granular cell layer of PVF,PVFg,granular cell layer of PVF,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13260,2713,ADHBA_Terminology_2016_All,DHBA:12389
lateral hemisphere of cerebellum,CBL,lateral hemisphere of cerebellum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12390,2714,ADHBA_Terminology_2016_All,DHBA:10659
"lateral hemisphere, anterior lobe portion",CBLA,"lateral hemisphere, anterior lobe portion",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12391,2715,ADHBA_Terminology_2016_All,DHBA:12390
molecular layer of CBLA,CBLAm,molecular layer of CBLA,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13261,2716,ADHBA_Terminology_2016_All,DHBA:12391
Purkinje cell layer of CBLA,CBLAp,Purkinje cell layer of CBLA,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13262,2717,ADHBA_Terminology_2016_All,DHBA:12391
granular cell layer of CBLA,CBLAg,granular cell layer of CBLA,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13263,2718,ADHBA_Terminology_2016_All,DHBA:12391
"lateral hemisphere, posterior lobe portion",CBLP,"lateral hemisphere, posterior lobe portion",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12392,2719,ADHBA_Terminology_2016_All,DHBA:12390
"lateral hemisphere, posterior lobe portion, superior part",CBLPs,"lateral hemisphere, posterior lobe portion, superior part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12393,2720,ADHBA_Terminology_2016_All,DHBA:12392
molecular layer of CBLPs,CBLPsm,molecular layer of CBLPs,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13264,2721,ADHBA_Terminology_2016_All,DHBA:12393
Purkinje cell layer of CBLPs,CBLPsp,Purkinje cell layer of CBLPs,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13265,2722,ADHBA_Terminology_2016_All,DHBA:12393
granular cell layer of CBLPs,CBLPsg,granular cell layer of CBLPs,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13266,2723,ADHBA_Terminology_2016_All,DHBA:12393
"lateral hemisphere, posterior lobe portion, inferior part",CBLPi,"lateral hemisphere, posterior lobe portion, inferior part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12394,2724,ADHBA_Terminology_2016_All,DHBA:12392
molecular layer of CBLPi,CBLPim,molecular layer of CBLPi,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13267,2725,ADHBA_Terminology_2016_All,DHBA:12394
Purkinje cell layer of CBLPi,CBLPip,Purkinje cell layer of CBLPi,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13268,2726,ADHBA_Terminology_2016_All,DHBA:12394
granular cell layer of CBLPi,CBLPig,granular cell layer of CBLPi,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13269,2727,ADHBA_Terminology_2016_All,DHBA:12394
"lateral hemisphere, flocculonodular lobe portion",CBLF,"lateral hemisphere, flocculonodular lobe portion",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12395,2728,ADHBA_Terminology_2016_All,DHBA:12390
molecular layer of CBLF,CBLFm,molecular layer of CBLF,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13270,2729,ADHBA_Terminology_2016_All,DHBA:12395
Purkinje cell layer of CBLF,CBLFp,Purkinje cell layer of CBLF,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13271,2730,ADHBA_Terminology_2016_All,DHBA:12395
granular cell layer of CBLF,CBLFg,granular cell layer of CBLF,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13272,2731,ADHBA_Terminology_2016_All,DHBA:12395
cerebellar deep nuclei,CbDN,cerebellar deep nuclei,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10660,2732,ADHBA_Terminology_2016_All,DHBA:10656
dentate (lateral) nucleus,DT,dentate (lateral) nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12396,2733,ADHBA_Terminology_2016_All,DHBA:10660
"dentate nucleus, lateroventral part",DTlv,"dentate nucleus, lateroventral part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12397,2734,ADHBA_Terminology_2016_All,DHBA:12396
"dentate nucleus, mediodorsal part",DTmd,"dentate nucleus, mediodorsal part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12398,2735,ADHBA_Terminology_2016_All,DHBA:12396
interpositus (intermediate) nucleus,InP,interpositus (intermediate) nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12399,2736,ADHBA_Terminology_2016_All,DHBA:10660
medial interpositus (globose) nucleus,InPM,medial interpositus (globose) nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12400,2737,ADHBA_Terminology_2016_All,DHBA:12399
lateral interpositus (emboliform) nucleus,InPL,lateral interpositus (emboliform) nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12401,2738,ADHBA_Terminology_2016_All,DHBA:12399
fastigial (medial) nucleus,Fas,fastigial (medial) nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12402,2739,ADHBA_Terminology_2016_All,DHBA:10660
"fastigial nucleus, lateral part",FasL,"fastigial nucleus, lateral part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12403,2740,ADHBA_Terminology_2016_All,DHBA:12402
"fastigial nucleus, medial part",FasM,"fastigial nucleus, medial part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12404,2741,ADHBA_Terminology_2016_All,DHBA:12402
basal interstitial nucleus of cerebellum,BIcb,basal interstitial nucleus of cerebellum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:267499207,2742,ADHBA_Terminology_2016_All,DHBA:10660
pons,Pn,pons,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10661,2743,ADHBA_Terminology_2016_All,DHBA:10655
basilar part of pons,PnBa,basilar part of pons,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12405,2744,ADHBA_Terminology_2016_All,DHBA:10661
pontine nucleus,PN,pontine nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12406,2745,ADHBA_Terminology_2016_All,DHBA:12405
dorsal nucleus,PNd,dorsal nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12407,2746,ADHBA_Terminology_2016_All,DHBA:12406
dorsolateral nucleus,PNdl,dorsolateral nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12408,2747,ADHBA_Terminology_2016_All,DHBA:12406
dorsomedial nucleus,PNdm,dorsomedial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12409,2748,ADHBA_Terminology_2016_All,DHBA:12406
lateral nucleus,PNl,lateral nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12410,2749,ADHBA_Terminology_2016_All,DHBA:12406
median nucleus,PNm,median nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12411,2750,ADHBA_Terminology_2016_All,DHBA:12406
paramedian nucleus,PNpar,paramedian nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12412,2751,ADHBA_Terminology_2016_All,DHBA:12406
peduncular nucleus,PNped,peduncular nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12413,2752,ADHBA_Terminology_2016_All,DHBA:12406
reticulotegmental nucleus,RTg,reticulotegmental nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12414,2753,ADHBA_Terminology_2016_All,DHBA:12406
pontine tegmentum,PnTg,pontine tegmentum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12416,2754,ADHBA_Terminology_2016_All,DHBA:10661
efferent nuclei of cranial nerves in pons,PnEN,efferent nuclei of cranial nerves in pons,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12417,2755,ADHBA_Terminology_2016_All,DHBA:12416
abducens nucleus,6N,abducens nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12418,2756,ADHBA_Terminology_2016_All,DHBA:12417
accessory facial nucleus,Acs7,accessory facial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12419,2757,ADHBA_Terminology_2016_All,DHBA:12417
facial nucleus,7N,facial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12420,2758,ADHBA_Terminology_2016_All,DHBA:12417
"facial nucleus, dorsal subnucleus",7D,"facial nucleus, dorsal subnucleus",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12421,2759,ADHBA_Terminology_2016_All,DHBA:12420
"facial nucleus, ventrointermediate subnucleus",7VI,"facial nucleus, ventrointermediate subnucleus",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12422,2760,ADHBA_Terminology_2016_All,DHBA:12420
"facial nucleus, ventromedial subnucleus",7VM,"facial nucleus, ventromedial subnucleus",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12424,2761,ADHBA_Terminology_2016_All,DHBA:12420
"facial nucleus,stylohyoid part",7SH,"facial nucleus,stylohyoid part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:15554,2762,ADHBA_Terminology_2016_All,DHBA:12420
"facial nucleus, ventrolateral subnucleus",7VL,"facial nucleus, ventrolateral subnucleus",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12427,2763,ADHBA_Terminology_2016_All,DHBA:12420
lacrimal nucleus,Lac,lacrimal nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12428,2764,ADHBA_Terminology_2016_All,DHBA:12417
motor nucleus of trigeminal nerve,Mo5,motor nucleus of trigeminal nerve,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12429,2765,ADHBA_Terminology_2016_All,DHBA:12417
"motor nucleus of trigeminal nerve, lateral pterygoid part",Mo5lpt,"motor nucleus of trigeminal nerve, lateral pterygoid part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12430,2766,ADHBA_Terminology_2016_All,DHBA:12429
"motor nucleus of trigeminal nerve, masseter part",Mo5ma,"motor nucleus of trigeminal nerve, masseter part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12431,2767,ADHBA_Terminology_2016_All,DHBA:12429
"motor nucleus of trigeminal nerve, medial pterygoid part",Mo5mpt,"motor nucleus of trigeminal nerve, medial pterygoid part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12432,2768,ADHBA_Terminology_2016_All,DHBA:12429
"motor nucleus of trigeminal nerve, mylohyoid part",Mo5my,"motor nucleus of trigeminal nerve, mylohyoid part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12433,2769,ADHBA_Terminology_2016_All,DHBA:12429
"motor nucleus of trigeminal nerve, temporalis part",Mo5te,"motor nucleus of trigeminal nerve, temporalis part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12434,2770,ADHBA_Terminology_2016_All,DHBA:12429
superior salivatory nucleus,SuSV,superior salivatory nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12435,2771,ADHBA_Terminology_2016_All,DHBA:12417
afferent nuclei of cranial nerves in pons,PnAN,afferent nuclei of cranial nerves in pons,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12436,2772,ADHBA_Terminology_2016_All,DHBA:12416
cochlear nuclei,8Co,cochlear nuclei,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12437,2773,ADHBA_Terminology_2016_All,DHBA:12436
dorsal cochlear nucleus,DCo,dorsal cochlear nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12438,2774,ADHBA_Terminology_2016_All,DHBA:12437
granular cell layer of cochlear nuclei,GrCo,granular cell layer of cochlear nuclei,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12442,2775,ADHBA_Terminology_2016_All,DHBA:12437
ventral cochlear nucleus,VCo,ventral cochlear nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12439,2776,ADHBA_Terminology_2016_All,DHBA:12437
"ventral cochlear nucleus, rostral part",VCoR,"ventral cochlear nucleus, rostral part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12440,2777,ADHBA_Terminology_2016_All,DHBA:12439
"ventral cochlear nucleus, caudal part",VCoC,"ventral cochlear nucleus, caudal part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12441,2778,ADHBA_Terminology_2016_All,DHBA:12439
"mesencephalic nucleus of trigeminal nerve, pontine part",Me5-p,"mesencephalic nucleus of trigeminal nerve, pontine part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12443,2779,ADHBA_Terminology_2016_All,DHBA:12436
